authorId,contrib_index,contribution,ideas,type,syntax,semantic
VXNlcjpiOWQ1ZmNhYS0xZDU0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,20,Ajouter une tranche supplémentaire aux impôts sur le revenu pour que les plus riches soient enfin taxés plus que les tranches populaires et le sclasses moyennes trop touchées,Il faut ajouter une tranche supplémentaire aux impôts sur le revenu || Les plus riches doivent être taxés davantage que les tranches populaires || Les classes moyennes et les tranches populaires sont trop touchées par les impôts,statement,positive,neutral
VXNlcjo4ZGI1YWI3ZS0xZDRmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,21,Donner plus pouvoir d'achat,Il faut donner plus de pouvoir d'achat,statement,positive,neutral
VXNlcjpiNGRkNjhkMi0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,24,créer 2 tranches supplémentaires d'imposition  première  de 25000 à 50000 à 20% deuxième de 50001 à 75000 à 30% troizième de 750001 100000 à 35% quatrième de 100001 à 150000 42%,Il faut créer des tranches d'imposition supplémentaires avec des taux progressifs de 20% à 42% pour les revenus compris entre 25 000 et 150 000.,statement,positive,neutral
VXNlcjpiOWQ1ZmNhYS0xZDU0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,26,Ajouter une tranche supplémentaire aux impôts sur le revenu pour que les plus riches soient enfin taxés plus que les tranches populaires et les classes moyennes trop touchées,Il faut ajouter une tranche supplémentaire aux impôts sur le revenu || Les plus riches doivent être taxés plus que les tranches populaires et les classes moyennes || Les tranches populaires et les classes moyennes sont trop touchées par les impôts,statement,positive,neutral
VXNlcjpmZmMzYjk5NC0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,27,Tout le monde devrait payer l’impôt sur le revenu. Diminuer celui-ci pour tous ceux qui sont dans les tranches 14% et 30%.,Tout le monde devrait payer l’impôt sur le revenu || Il faut diminuer l'impôt sur le revenu pour tous ceux qui sont dans les tranches 14% et 30%,statement,positive,neutral
VXNlcjo5NmRhNzBkMS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,28,"La langue française est une des rares langues qui utilise deux mots « impôts et « taxes » , les deux constituant  la fiscalité de l’ensemble de ce que l’état prélèvent sur les richesses de la nation. L’évolution de la langue fait que   les deux mots sont souvent indifféremment bien que chacun ait  un sens précis : -impôt : on vous impose  de payer une somme, relative à un bien, un revenu      fixée par l’état  à laquelle vous ne pouvez pas échapper -taxe : somme prélevée sur l’usage d’un bien, la valeur ajoutée d’un produit ou la plus-value d’une transaction. Vous pouvez échapper en partie aux  taxes en orientant vos choix de consommation  ce qui n’est pas le cas de l’impôts.   L’ensemble(impôts plus taxes) est injecté dans les nombreux circuits d’utilisation  de l’argent  , pilotés et contrôlés par l’état et son équivalent dans les régions. Au cours du temps, le nombre sans cesse croissant des circuits d’utilisation de l’argent  « publique » , leur gestion centrale , locale, semi centrale et quasiment indépendamment  les uns des autres ont conduit à une utilisation confuse , inefficace  dont on sent que plus personne ne  la  maîtrise .   Le but de ce document est de montrer que l’on pourrait  tenter un autre mode de financement et gestion  des besoins de l’état (y compris régions) tout en réduisant les domaines que l’état central gère  La richesse d’un pays se mesure à son PIB qui est la valeur de  ce que produit un pays chaque année auquel il faut ajouter d’autres revenus tels que les revenus financiers comme les dividendes des groupes industriels français , les dividendes que les particuliers reçoivent de leurs investissements,..  Le PIB français est environ 2200 milliards , les autres revenus probablement # 100 milliards € .Cela veut dire que la France peut dépenser chaque année #  2300 milliards € pour manger, se chauffer , se soigner, investir dans des usines et infrastructures  ,produire  ce dont elle a besoin ….., et rembourser ses dettes comme le fait une famille. Pour ce faire , « l’argent » circule de mains en mains au travers de plusieurs circuits  tels que  les salaires publiques et privés ,redistributions diverses (frais médicaux, chômage, allocations,..),achats extérieurs pour produire (matières première, énergies,..). Aujourd’hui l’état central  et régional  gère plus de 55 % de ce que la France produit chaque année. Les circuits se sont tellement  complexifiés  que les gens en charge se perdent  dans les labyrinthes des flux et sont devenus un frein bloquant  l’utilisation de cet argent.  Quelle  soit leur couleur «  politique » , depuis l’époque des rois , chaque  entité prenant le pouvoir nous dit être plus capable  que le peuple pour gérer le développement du pays et  apporter un support aux populations  les plus fragiles.Ceci leur permet  de justifier  de gérer avec l’administration, 55 % de la richesse  pays et en fait  de détenir un pouvoir quasi-absolu (central et régional) Or le principe de toute économie est de faire circuler le plus rapidement possible  les produits et les biens. Au travers des échanges de chaque jour  et les choix d’achat  , décisions d’investissements  de chacun, se   forge  le développement de l’économie .Devant les incertitudes actuelles et le manque de  visibilité sur le futur de l’économie  plus de 450 milliards € dorment sur les comptes courants.  Si nous sommes réputés intelligents au moment des élections et capables de gérer notre quotidien pour le meilleur de notre famille, pourquoi ne sommes- nous pas capables de piloter directement le futur du pays nos choix quotidiens.   Le nouveau principe de gestion du développement du pays et de ses équilibres est de supprimer la totalité des impôts et de les remplacer un système intelligent de taxes sur les plus –values de toutes les transactions de quelques natures qu’elles soient, cela veut dire étendre le système de la TVAe .Il faut bien entendu  que ces taxes  orientent  les  décisions individuelles vers   ce qui paraît le mieux pour le futur  du pays et qu’elles permettent au plus démunis d’avoir une vie décente .A priori l’éventail de ces taxes devraient  aller de 0 % à 30 %  et communiquées chaque mois  de septembre pour l’année  suivante.Ceci deviendrait  l’élément  fondamental de la vie économique et  requiert de la part des politiques  d’avoir une vision claire  du futur du pays et du développement de l’économie. La nouvelle taxe sur les  carburants était en elle-même une bonne décision car outil pour orienter les conducteurs  vers des véhicules moins polluants. propre   (Malgré les 5 5 % de la richesse nationale gérés par l’état central aucun vrai challenge  des contribuables  , la France en est arrivée à avoir un système éducatif en faillite, des outils routier et ferroviaire défaillants, un système de santé en régression, une infrastructure  IT très en retard ,une production d’énergie  dans l’impasse ,…..)  L’argent des impôts non prélevé ne disparaît pas et la richesse du pays demeure intacte.Il est soit injecté par les gens , dans l’achat de biens consommables ou thésaurisé  sous forme d’investissement dans des biens immobiliers ou mobiliers et, subira les taxes sur les plus-values de transactions. ( Les risques que cet argent sorte du pays sans pouvoir être tracé sont maintenant faibles.) Le plus grand risque est l’inflation générée par une surconsommation qui peut être maîtrisée par une modulation des taxes.   On peut estimer que si cet argent est utilisé 5 à 6 fois dans une année , l’état recevra autant que ce qu’il prélève au aujourd’hui  au travers des impôts et multiples taxes.  Pour que l’argent circule il faut en même temps éliminer des freins comme les délais de paiement des factures qui bien que ramenés  à 45 jours fin de mois restent trop longs sans aucune justification ; 30 jours à la date d’émission de la facture devrait être un maximum. De même la rétention de l’argent par  les banques  ne se justifient plus :24 h pour libérer  l’argent venant d’une source extérieure est faisable.  Ce mode de financement de l’état apporte une première grande simplification : un seul type de collecte, la fin de taxes ou impôts ciblés pour financer un programme spécifique (cette façon de gérer a montré son inefficacité et sa lourdeur ). A l’état central et régional  d’affecter les sommes nécessaires aux différents ministères  et organismes.  En même temps, il faut supprimer des  taxes stupides comme les taxes sur les investissements productifs   ou les salaires ,…… qui punissent celui qui créé une activité .     Avec ce nouveau système de financement l’état central et régional aurait deux sources d’argent : -les taxes sur les plus-values des transactions  -les emprunts auprès des français. Le recourt aux emprunts auprès des banque internationales devrait être une exception et ne pouvoir  être décidé que par le  1 er ministre.  Emprunter auprès des français fut une pratique courante puis a disparu au profit  des emprunts auprès des banques mondiales qui ne requièrent pas d’avoir  l’adhésion du peuple sur la politique économique et les projets qui seront financés par ces emprunts.Des grands pays comme le Japon , l’Italie aie et d’autres ,recourent systématiquement à cette formule sous des formes diverses. Elle réduit la pression vis-à-vis du système bancaire mondial et montre  une  adhésion du peuple  au système économique. Bien entendu ces emprunts serviront  des intérêts et devront être remboursés(comme les emprunts actuels) Rp :Si des banques US prêtent de l’argent  à la France et ont donc une bonne confiance dans le futur de l’économie française, pourquoi le peuple n’y aurait pas confiance.Il s’agirait là d’un moyen pour les dirigeants  de renouer une partie du lien avec le peuple. Ces emprunts pourraient prendre plusieurs  formes  comme des « assurances vies »   de l’état  servant  de compléments de ressources  après des  durées de détention à définir.Ceci ne gênerait  pas les fonds d’épargnes  privés qui  pourront toujours promettre des rendements supérieurs.  Supprimer tout d’un coup l’ensemble des impôts est bien en entendu impossible.La façon de procéder serait de   tester le principe progressivement en supprimant la CSG pendant  2 ans  ou réduire le niveau d’imposition sur le revenu de 20 % pendant  XX années permettrait et commencer la modulation de la TVA sur toutes les transactions et de mesurer  de mesurer la sensibilité  sur l’économie.Puis  à la lumière des résultats comprendre s’il est possible d’aller plus loin.","L'impôt est une somme fixée par l'État à laquelle on ne peut pas échapper. || La taxe est une somme prélevée sur l'usage d'un bien que l'on peut éviter en orientant ses choix. || La gestion de l'argent public est devenue confuse et inefficace car personne ne la maîtrise plus. || L'État central et régional gère plus de 55 % de la richesse produite chaque année par la France. || La complexité des circuits financiers est devenue un frein bloquant l'utilisation de l'argent. || Les citoyens devraient être capables de piloter directement le futur du pays par leurs choix quotidiens. || Il faut supprimer la totalité des impôts pour les remplacer par un système de taxes sur les plus-values de toutes les transactions. || Malgré les ressources gérées par l'État, le système éducatif et les infrastructures sont défaillants. || Les délais de paiement des factures ne doivent pas dépasser 30 jours pour faciliter la circulation de l'argent. || Les banques ne doivent plus retenir l'argent au-delà de 24 heures. || Il faut supprimer les taxes sur les investissements productifs et les salaires qui punissent la création d'activité. || L'État doit se financer principalement par les taxes sur les transactions et les emprunts auprès des Français. || Le recours aux emprunts auprès des banques internationales ne devrait être qu'une exception. || La réforme doit être testée progressivement en réduisant d'abord l'imposition sur le revenu ou la CSG.",statement,positive,neutral
VXNlcjo0NzI4YmQyMi0xZDY0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,29,"Aujourd'hui, les modes de contraception sont disponibles et bien répandus dans notre pays. Avoir une famille nombreuse est un choix. Certaines familles, ont de multiples enfants afin d'avoir des revenus conséquents des allocations familiales. Cette attitude a prit le nom dans les Antilles « de l'argent braguette ». L'enfant né d'une famille nombreuse et beaucoup moins entourée, beaucoup moins aidé cas beaucoup moins de chance de réaliser des études. Il est remis « au bon soins de la société française ». Je propose de ne pas augmenter les allocations familiales à partir du quatrième enfant.","Les modes de contraception sont disponibles et bien répandus dans le pays || Avoir une famille nombreuse est un choix || Certaines familles font de multiples enfants pour obtenir des revenus conséquents, une attitude surnommée ""argent braguette"" || Les enfants de familles nombreuses sont moins entourés et ont moins de chances de faire des études || Les enfants de familles nombreuses finissent souvent par être à la charge de la société || Il ne faut pas augmenter les allocations familiales à partir du quatrième enfant",statement,positive,neutral
VXNlcjpmZWE3ODgwOS0xZDhlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,30,Impôts pour toutes les catégories sociales idem revenus modestes ???,"Il faut que les impôts s'appliquent à toutes les catégories sociales, au même titre que les revenus modestes",statement,positive,neutral
VXNlcjo1ZGQ2N2VhYS0xOTkwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,31,la simplifier et aligner public privé et indépendant,"Il faut simplifier le dispositif || Il faut aligner les régimes du public, du privé et des indépendants",statement,positive,neutral
VXNlcjoxNDMyZDdlMy0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,33,"Arrêter de taxer les indépendants, les petites entreprises et PME aux mêmes taux que les multinationales. Mettre en place un impôt sur les sociétés cohérents avec celui des autres pays de l'UE (pas normal que la france ait le taux le plus élevé), pour inciter à la création d'entreprise au lieu de ""racketter les petites entreprises"". Nous payons des impôts sur le CA, des cotisations quand nous prenons du salaire et après sur l'impôt sur le revenu, quelle honte! Arrêter de matraquer les classes moyennes.","Il faut arrêter de taxer les indépendants et les PME aux mêmes taux que les multinationales || Il faut mettre en place un impôt sur les sociétés cohérent avec celui des autres pays de l'UE || Il n'est pas normal que la France ait le taux d'impôt sur les sociétés le plus élevé || La fiscalité doit inciter à la création d'entreprise au lieu de ""racketter"" les petites entreprises || L'accumulation des impôts sur le CA, des cotisations et de l'impôt sur le revenu est une honte || Il faut arrêter de matraquer les classes moyennes",statement,positive,neutral
VXNlcjpjYzM3NjY4My0xZTFlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,36,redistribution de l'impôts équtablement;,Il faut redistribuer les impôts équitablement,statement,positive,neutral
VXNlcjpmMmZkNWNjZC0xYWY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,38,"Remonter le plafond de déduction de la demi-part pour l'IR de 1500 à 2000 euros Augmenter le plafond pour le crédit d’impôts pour frais de garde des jeunes enfants (de 2 300 à 3 000 euros ) Pour la tranche  27 520 € à 73 779 € aujourd""hui imposée au taux de 30% la scinder en deux, par exemple de 27 500 à 45 000 avec un taux d'imposition de l'ordre de 20 ou 25 % afin de rendre l'IR plus juste et plus progressif",Le plafond de déduction de la demi-part pour l'impôt sur le revenu doit être remonté de 1500 à 2000 euros || Le plafond pour le crédit d'impôt pour frais de garde des jeunes enfants doit être augmenté de 2 300 à 3 000 euros || Il faut scinder la tranche de revenus actuellement imposée à 30 % en deux parties avec un taux réduit pour la partie inférieure afin de rendre l'impôt plus juste,statement,positive,neutral
VXNlcjpmZGEwZTUzZS0xZTFlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,39,"La production en France est beaucoup plus taxée que dans les autres pays. Cela crée une concurrence déloyale. La taxation doit être faite sur la consommation et non sur la production. Vous achetez un téléviseur. Vous ne financez pas les retraites car non fabriquées en Europe. Par ailleurs les aides sociales sont une mutualisation des risques et comme pour une assurance il y a des régles a respecter. Les aides doivent servir a sortir la tête de l eau a pouvoir faire face a un accident de la vie mais en aucun cas  a entretenir chichement tout une population très au fait de leurs droits, et pas spécialement de leurs devoirs. Le travail et le retour au travail doit être le cœur de la création de valeur",La production est beaucoup plus taxée en France que dans les autres pays || Cette différence de taxation crée une concurrence déloyale || La taxation doit être faite sur la consommation et non sur la production || L'achat de produits non fabriqués en Europe ne finance pas les retraites || Les aides sociales fonctionnent comme une assurance avec des règles à respecter || Les aides doivent servir à faire face aux accidents de la vie || Les aides ne doivent pas entretenir une population qui connaît ses droits mais pas ses devoirs || Le travail et le retour à l'emploi doivent être le cœur de la création de valeur,statement,positive,neutral
VXNlcjozOWQwNzJjNC0xZDEwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,40,"Plus de tranches de taxation au niveau de l'impôt. Remettre l'ISF qui rapporterait 3 milliards. Réduire la TVA sur les produits de première nécessité (alimentaire et autres) et l'augmenter sur les produits de luxe, les actions en bourse.",Il faut augmenter le nombre de tranches de taxation au niveau de l'impôt || Il faut rétablir l'ISF || Il faut réduire la TVA sur les produits de première nécessité || Il faut augmenter la TVA sur les produits de luxe et les actions en bourse,statement,positive,neutral
VXNlcjoyMTVjYzkwMi0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,41,Arrêter de se référer au revenu fiscal d'un couple pour calculer le taux de CSG applicable sur une petite pension. Faut-il divorcer pour obtenir un calcul plus équitable?,Il faut arrêter de se référer au revenu fiscal d'un couple pour calculer le taux de CSG applicable sur une petite pension || Il ne faut pas avoir à divorcer pour obtenir un calcul plus équitable,statement,positive,neutral
VXNlcjo0YjJjOTczYy0xZDZhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,42,payer l'impôt  dès le premier euro touché,[PARSE_FAIL] Server disconnected without sending a response.,statement,positive,neutral
VXNlcjozZDZhODAyOC0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,43,plus de tranches d'imposition,Il faut augmenter le nombre de tranches d'imposition,statement,positive,neutral
VXNlcjplN2VmZDU1NS0xYTY5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,44,"la collectivité doit assurer la possibilité pour chacun de maintenir son train de vie pour garantir ses besoins primaires (nourriture + logement + déplacements domicile-travail) Dans ce cadre les augmentations de salaires, de retraites, d'allocations doivent se faire en €uros et pas en pourcentages. Par exemple pour 2019 une augmentation de 100 euros mensuel tant pour celui qui gagne 1 SMIC que pour celui qui gagne 5 SMIC. En effet avec le système actuel en pourcentage les + forts revenus sont toujours les + avantagés alors que leurs besoins primaires sont les mêmes que ceux qui ont des bas revenus. En période de difficultés économiques, il faut envisager qu'il n'y ait aucune augmentation pour ceux qui gagnent + de 3 SMIC","La collectivité doit assurer la possibilité pour chacun de maintenir son train de vie pour garantir ses besoins primaires. || Les augmentations de salaires, de retraites et d'allocations doivent se faire en euros et pas en pourcentages. || Le système actuel en pourcentage avantage les plus forts revenus alors que leurs besoins primaires sont les mêmes que ceux des bas revenus. || En période de difficultés économiques, il faut envisager qu'il n'y ait aucune augmentation pour ceux qui gagnent plus de 3 SMIC.",statement,positive,neutral
VXNlcjpmMDM3OTY0Yi0xZTE4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,45,"Les riches doivent payer des impôts, ainsi que les pauvres devrait payer aussi des impôts pour que tout le monde soit égaux et participer aux dépenses publiques responsabiliser tout le monde",Les riches doivent payer des impôts || Les pauvres devraient aussi payer des impôts || Tout le monde doit être égal || Tout le monde doit participer aux dépenses publiques || Il faut responsabiliser tout le monde,statement,positive,neutral
VXNlcjo2ZjEzZWZhYS0xZDU1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,46,L'impôt sur le revenu payé par tous les contribuables y compris les exilés fiscaux. l'exemple des états unis ou les contribuables délocalisés payent un différentiel au trésor public américain;.,"L'impôt sur le revenu doit être payé par tous les contribuables, y compris les exilés fiscaux || Aux États-Unis, les contribuables délocalisés paient un différentiel d'impôt au trésor public",statement,positive,neutral
VXNlcjpjMTM1OTZkOC0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,47,que les plus riches soient taxés en fonction de leurs revenus réels.  Que les expatriés francais ne puissent plus bénéficier du systeme de santé francais gratuitement s'ils sont fiscalement domiciliés hors de France.,Les plus riches doivent être taxés en fonction de leurs revenus réels || Les expatriés français ne doivent plus bénéficier du système de santé français gratuitement s'ils sont fiscalement domiciliés hors de France,statement,positive,neutral
VXNlcjozNjVjZjIzZC0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,48,simplification du système et des aides,Il faut simplifier le système et les aides,statement,positive,neutral
VXNlcjplZmZmMzg4Mi0xY2I2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,50,Supprimer les tranches d'imposition et instaurer un impôt proportionnel Remettre l'ISF sur les plus hauts revenus Supprimer l'augmentation de la CSG pour l'ensemble des retraités,Supprimer les tranches d'imposition et instaurer un impôt proportionnel || Remettre l'ISF sur les plus hauts revenus || Supprimer l'augmentation de la CSG pour l'ensemble des retraités,statement,positive,neutral
